prompt,image,quadrant,bbox,skin color,gender.Woman,gender.Man,model,gender_detected_cat,gender_detected_val,rgb_intensity,tag,compound,tda,tda_compound,tda_sentiment_cat,tda_sentiment_val
a abrupt person photorealistic,zstrss_a_abrupt_person_photorealistic_835e7c33-b09d-4773-b9ac-6286fa63ae2c,1,"[64, 293, 186, 468]","(108.875, 92.425, 80.375)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,95.05225999999999,abrupt,0.0,abrupt,0.0,3,neutral
a abrupt person photorealistic,zstrss_a_abrupt_person_photorealistic_835e7c33-b09d-4773-b9ac-6286fa63ae2c,2,"[294, 41, 454, 263]","(224.10000000000002, 219.575, 204.6)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,219.45582,abrupt,0.0,abrupt,0.0,3,neutral
a abrupt person photorealistic,zstrss_a_abrupt_person_photorealistic_835e7c33-b09d-4773-b9ac-6286fa63ae2c,3,"[335, 256, 438, 402]","(217.1, 189.375, 165.425)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,193.540145,abrupt,0.0,abrupt,0.0,3,neutral
a absurd person photorealistic,alocasia_a_absurd_person_photorealistic_2c5ea27a-88ab-484b-b156-e8a4f8237fff,0,,,,,midjourney,1,no face,,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,alocasia_a_absurd_person_photorealistic_2c5ea27a-88ab-484b-b156-e8a4f8237fff,1,"[48, 306, 210, 524]","(221.95, 206.92499999999998, 186.375)",0.0,1.0,midjourney,4,man,208.635605,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,alocasia_a_absurd_person_photorealistic_2c5ea27a-88ab-484b-b156-e8a4f8237fff,2,,,,,midjourney,1,no face,,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,alocasia_a_absurd_person_photorealistic_2c5ea27a-88ab-484b-b156-e8a4f8237fff,3,"[317, 293, 448, 462]","(234.52499999999998, 224.625, 189.8)",0.0,1.0,midjourney,4,man,224.215375,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,HerculePoirot_a_absurd_person_photorealistic_e5a9384e-a536-43c8-9570-e52a83e07196,0,"[67, 32, 189, 204]","(220.875, 203.625, 159.875)",0.7692307692307692,0.2307692307692308,midjourney,3,woman,204.1336,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,HerculePoirot_a_absurd_person_photorealistic_e5a9384e-a536-43c8-9570-e52a83e07196,1,,,,,midjourney,1,no face,,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,HerculePoirot_a_absurd_person_photorealistic_e5a9384e-a536-43c8-9570-e52a83e07196,2,,,,,midjourney,1,no face,,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,HerculePoirot_a_absurd_person_photorealistic_e5a9384e-a536-43c8-9570-e52a83e07196,3,"[340, 351, 433, 468]","(228.05, 195.75, 165.8)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,200.45459,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,kylesoto_a_absurd_person_photorealistic_145bed46-174c-4c12-8b15-131756dc94c9,0,"[45, 18, 217, 279]","(225.75, 202.07500000000002, 186.54999999999998)",0.0,1.0,midjourney,4,man,205.9874,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,kylesoto_a_absurd_person_photorealistic_145bed46-174c-4c12-8b15-131756dc94c9,1,"[61, 296, 170, 451]","(223.52499999999998, 221.85, 208.675)",0.0,1.0,midjourney,4,man,221.25486999999998,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,kylesoto_a_absurd_person_photorealistic_145bed46-174c-4c12-8b15-131756dc94c9,2,"[350, 70, 408, 143]","(237.5, 200.14999999999998, 165.875)",1.0,0.0,midjourney,3,woman,205.61595499999999,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,kylesoto_a_absurd_person_photorealistic_145bed46-174c-4c12-8b15-131756dc94c9,3,"[308, 281, 450, 476]","(233.825, 220.1, 195.65)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,221.252645,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,vntran_a_absurd_person_photorealistic_609ed12b-f1e1-4da1-a29c-7f403f1a6650,0,"[74, 32, 183, 180]","(238.375, 217.17499999999998, 196.625)",0.11111111111111116,0.8888888888888888,midjourney,4,man,220.19841,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,vntran_a_absurd_person_photorealistic_609ed12b-f1e1-4da1-a29c-7f403f1a6650,1,"[56, 305, 188, 472]","(231.02499999999998, 217.1, 193.52499999999998)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,218.35834,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,vntran_a_absurd_person_photorealistic_609ed12b-f1e1-4da1-a29c-7f403f1a6650,2,"[325, 28, 447, 198]","(214.5, 199.6, 183.6)",0.0,1.0,midjourney,4,man,201.61254,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,vntran_a_absurd_person_photorealistic_609ed12b-f1e1-4da1-a29c-7f403f1a6650,3,,,,,midjourney,1,no face,,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,vroz_a_absurd_person_photorealistic_d2165c45-4781-41dc-9602-dcd0e33614e5,0,"[38, 10, 203, 224]","(211.825, 202.75, 186.375)",0.0,1.0,midjourney,4,man,203.49707,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,vroz_a_absurd_person_photorealistic_d2165c45-4781-41dc-9602-dcd0e33614e5,1,"[70, 288, 199, 465]","(228.45, 227.1, 211.475)",0.0,1.0,midjourney,4,man,226.25888499999996,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,vroz_a_absurd_person_photorealistic_d2165c45-4781-41dc-9602-dcd0e33614e5,2,,,,,midjourney,1,no face,,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,vroz_a_absurd_person_photorealistic_d2165c45-4781-41dc-9602-dcd0e33614e5,3,"[326, 328, 434, 478]","(245.775, 224.825, 207.375)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,228.01908,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,zstrss_a_absurd_person_photorealistic_ca226527-17de-4ccb-b028-d43107e274c8,0,"[27, 0, 234, 271]","(204.25, 198.625, 187.39999999999998)",0.0,1.0,midjourney,4,man,199.01043,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,zstrss_a_absurd_person_photorealistic_ca226527-17de-4ccb-b028-d43107e274c8,1,"[57, 282, 199, 464]","(192.25, 170.85000000000002, 158.35)",0.0714285714285714,0.9285714285714286,midjourney,4,man,174.49714000000003,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,zstrss_a_absurd_person_photorealistic_ca226527-17de-4ccb-b028-d43107e274c8,2,"[289, 3, 469, 246]","(209.075, 203.77499999999998, 184.575)",0.0,1.0,midjourney,4,man,203.51553999999996,absurd,0.0,absurd,0.0,3,neutral
a absurd person photorealistic,zstrss_a_absurd_person_photorealistic_ca226527-17de-4ccb-b028-d43107e274c8,3,"[358, 313, 495, 501]","(235.575, 207.375, 169.52499999999998)",0.0,1.0,midjourney,4,man,210.63754999999998,absurd,0.0,absurd,0.0,3,neutral
a alert person photorealistic,alocasia_a_alert_person_photorealistic_d33c909a-3d41-44a5-84d1-ebed2dd4f37a,0,"[64, 11, 188, 185]","(224.175, 219.625, 205.25)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,219.554455,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,alocasia_a_alert_person_photorealistic_d33c909a-3d41-44a5-84d1-ebed2dd4f37a,1,"[85, 285, 179, 414]","(234.7, 222.175, 207.875)",0.5,0.5,midjourney,2,unknown,223.80535500000002,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,alocasia_a_alert_person_photorealistic_d33c909a-3d41-44a5-84d1-ebed2dd4f37a,2,"[369, 59, 423, 125]","(165.3, 129.625, 110.875)",1.0,0.0,midjourney,3,woman,135.855755,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,alocasia_a_alert_person_photorealistic_d33c909a-3d41-44a5-84d1-ebed2dd4f37a,3,"[316, 294, 427, 458]","(134.55, 107.15, 92.85)",1.0,0.0,midjourney,3,woman,111.94278000000001,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,HerculePoirot_a_alert_person_photorealistic_db303e29-16b3-426b-a34f-294988755dd5,0,"[84, 33, 170, 143]","(163.2, 123.375, 109.4)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,130.8328,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,HerculePoirot_a_alert_person_photorealistic_db303e29-16b3-426b-a34f-294988755dd5,1,"[68, 276, 165, 421]","(192.3, 161.15, 139.625)",1.0,0.0,midjourney,3,woman,166.218385,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,HerculePoirot_a_alert_person_photorealistic_db303e29-16b3-426b-a34f-294988755dd5,2,"[337, 27, 437, 162]","(186.475, 155.625, 137.75)",0.11111111111111116,0.8888888888888888,midjourney,4,man,160.893135,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,HerculePoirot_a_alert_person_photorealistic_db303e29-16b3-426b-a34f-294988755dd5,3,"[339, 327, 433, 454]","(181.39999999999998, 137.97500000000002, 110.1)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,145.19458,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,kylesoto_a_alert_person_photorealistic_76e78132-2e8e-4d26-86d1-220792e9a440,0,"[88, 49, 175, 173]","(207.17499999999998, 161.75, 134.025)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,169.40561,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,kylesoto_a_alert_person_photorealistic_76e78132-2e8e-4d26-86d1-220792e9a440,1,,,,,midjourney,1,no face,,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,kylesoto_a_alert_person_photorealistic_76e78132-2e8e-4d26-86d1-220792e9a440,2,"[301, 53, 392, 183]","(238.125, 185.975, 80.85)",0.5,0.5,midjourney,2,unknown,189.47206499999996,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,kylesoto_a_alert_person_photorealistic_76e78132-2e8e-4d26-86d1-220792e9a440,3,,,,,midjourney,1,no face,,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,vntran_a_alert_person_photorealistic_d075a1dc-0867-4e80-a503-9789736279dc,0,,,,,midjourney,1,no face,,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,vntran_a_alert_person_photorealistic_d075a1dc-0867-4e80-a503-9789736279dc,1,"[44, 280, 191, 476]","(224.97500000000002, 209.825, 204.0)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,212.625325,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,vntran_a_alert_person_photorealistic_d075a1dc-0867-4e80-a503-9789736279dc,2,,,,,midjourney,1,no face,,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,vntran_a_alert_person_photorealistic_d075a1dc-0867-4e80-a503-9789736279dc,3,"[329, 302, 442, 456]","(132.075, 104.1, 93.2)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,109.26050499999998,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,vroz_a_alert_person_photorealistic_35c27758-c1a5-41fd-9cd2-80f9b637ee11,0,"[84, 39, 197, 194]","(213.45, 181.325, 159.95)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,186.61149999999998,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,vroz_a_alert_person_photorealistic_35c27758-c1a5-41fd-9cd2-80f9b637ee11,1,"[93, 310, 169, 409]","(244.35000000000002, 213.2, 186.25)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,217.8767,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,vroz_a_alert_person_photorealistic_35c27758-c1a5-41fd-9cd2-80f9b637ee11,2,"[291, 10, 473, 266]","(201.125, 191.1, 178.05)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,192.28910499999998,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,vroz_a_alert_person_photorealistic_35c27758-c1a5-41fd-9cd2-80f9b637ee11,3,"[327, 272, 435, 425]","(183.075, 157.3, 142.25)",0.9444444444444444,0.05555555555555555,midjourney,3,woman,161.69315500000002,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,zstrss_a_alert_person_photorealistic_c7005419-03a5-46ca-95d3-60fb95f09ca1,0,"[57, 63, 97, 121]","(195.175, 172.525, 157.5)",0.5,0.5,midjourney,2,unknown,176.255585,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,zstrss_a_alert_person_photorealistic_c7005419-03a5-46ca-95d3-60fb95f09ca1,1,"[81, 298, 176, 436]","(165.0, 144.6, 113.375)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,146.682595,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,zstrss_a_alert_person_photorealistic_c7005419-03a5-46ca-95d3-60fb95f09ca1,2,"[292, 0, 464, 240]","(208.525, 189.0, 163.4)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,191.302695,alert,0.296,alert,0.296,4,positive
a alert person photorealistic,zstrss_a_alert_person_photorealistic_c7005419-03a5-46ca-95d3-60fb95f09ca1,3,"[309, 287, 437, 462]","(195.075, 157.02499999999998, 133.95)",0.9655172413793105,0.034482758620689655,midjourney,3,woman,163.44841499999998,alert,0.296,alert,0.296,4,positive
a argumentative person photorealistic,alocasia_a_argumentative_person_photorealistic_12820aca-e619-4cd7-809e-a46426b6b531,0,"[64, 69, 176, 235]","(212.1, 200.5, 183.92499999999998)",0.0,1.0,midjourney,4,man,201.76944499999996,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,alocasia_a_argumentative_person_photorealistic_12820aca-e619-4cd7-809e-a46426b6b531,1,"[86, 333, 163, 440]","(216.225, 184.39999999999998, 149.975)",0.0,1.0,midjourney,4,man,188.68050999999997,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,alocasia_a_argumentative_person_photorealistic_12820aca-e619-4cd7-809e-a46426b6b531,2,"[332, 25, 482, 215]","(239.5, 220.8, 186.125)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,222.27208499999998,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,alocasia_a_argumentative_person_photorealistic_12820aca-e619-4cd7-809e-a46426b6b531,3,"[319, 316, 441, 468]","(206.95, 179.95, 155.775)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,183.94476499999996,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,HerculePoirot_a_argumentative_person_photorealistic_28fb9de2-55c3-47f7-93c2-2567bfefa943,0,"[68, 44, 175, 192]","(210.375, 208.875, 187.02499999999998)",0.0,1.0,midjourney,4,man,207.61633,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,HerculePoirot_a_argumentative_person_photorealistic_28fb9de2-55c3-47f7-93c2-2567bfefa943,1,"[48, 256, 213, 462]","(228.7, 222.025, 201.775)",0.8717948717948718,0.1282051282051282,midjourney,3,woman,221.982055,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,HerculePoirot_a_argumentative_person_photorealistic_28fb9de2-55c3-47f7-93c2-2567bfefa943,2,,,,,midjourney,1,no face,,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,HerculePoirot_a_argumentative_person_photorealistic_28fb9de2-55c3-47f7-93c2-2567bfefa943,3,"[332, 305, 428, 438]","(231.55, 215.1, 189.8)",0.0,1.0,midjourney,4,man,216.77061,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,kylesoto_a_argumentative_person_photorealistic_7a24cd99-98a4-487a-9a1c-bb2d98c53d7d,0,"[71, 49, 183, 198]","(237.675, 231.55, 206.375)",0.0,1.0,midjourney,4,man,231.03454,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,kylesoto_a_argumentative_person_photorealistic_7a24cd99-98a4-487a-9a1c-bb2d98c53d7d,1,"[14, 256, 242, 529]","(204.29999999999998, 192.0, 168.35)",0.0,1.0,midjourney,4,man,192.90744999999998,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,kylesoto_a_argumentative_person_photorealistic_7a24cd99-98a4-487a-9a1c-bb2d98c53d7d,2,,,,,midjourney,1,no face,,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,kylesoto_a_argumentative_person_photorealistic_7a24cd99-98a4-487a-9a1c-bb2d98c53d7d,3,"[322, 283, 468, 485]","(224.85, 209.15, 183.475)",0.0,1.0,midjourney,4,man,210.634085,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,vntran_a_argumentative_person_photorealistic_d47343ff-7d1d-4646-a620-948a00729a6d,0,"[76, 13, 159, 127]","(247.65, 226.05, 190.85)",0.4541319242501959,0.5458680757498041,midjourney,4,man,228.10072,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,vntran_a_argumentative_person_photorealistic_d47343ff-7d1d-4646-a620-948a00729a6d,1,"[24, 261, 162, 457]","(208.425, 196.2, 167.5)",0.11111111111111116,0.8888888888888888,midjourney,4,man,196.726895,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,vntran_a_argumentative_person_photorealistic_d47343ff-7d1d-4646-a620-948a00729a6d,2,"[314, 28, 436, 188]","(198.89999999999998, 171.125, 146.89999999999998)",0.6666666666666667,0.33333333333333326,midjourney,3,woman,175.28091999999998,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,vntran_a_argumentative_person_photorealistic_d47343ff-7d1d-4646-a620-948a00729a6d,3,,,,,midjourney,1,no face,,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,vroz_a_argumentative_person_photorealistic_1f45bf29-c649-4c0a-97a5-3fc133ce47e4,0,"[20, 12, 214, 286]","(225.875, 209.4, 182.85000000000002)",0.0,1.0,midjourney,4,man,210.98567500000001,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,vroz_a_argumentative_person_photorealistic_1f45bf29-c649-4c0a-97a5-3fc133ce47e4,1,,,,,midjourney,1,no face,,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,vroz_a_argumentative_person_photorealistic_1f45bf29-c649-4c0a-97a5-3fc133ce47e4,2,"[316, 26, 438, 182]","(234.7, 223.3, 201.875)",0.0,1.0,midjourney,4,man,224.176755,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,vroz_a_argumentative_person_photorealistic_1f45bf29-c649-4c0a-97a5-3fc133ce47e4,3,,,,,midjourney,1,no face,,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,zstrss_a_argumentative_person_photorealistic_752a2436-7b72-4e95-baa0-388f03bac339,0,"[62, 35, 191, 210]","(197.05, 184.75, 160.15)",0.0,1.0,midjourney,4,man,185.58885999999998,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,zstrss_a_argumentative_person_photorealistic_752a2436-7b72-4e95-baa0-388f03bac339,1,"[91, 309, 195, 448]","(239.25, 210.92499999999998, 175.45)",0.0,1.0,midjourney,4,man,214.38559999999998,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,zstrss_a_argumentative_person_photorealistic_752a2436-7b72-4e95-baa0-388f03bac339,2,,,,,midjourney,1,no face,,argumentative,-0.3612,argumentative,-0.3612,2,negative
a argumentative person photorealistic,zstrss_a_argumentative_person_photorealistic_752a2436-7b72-4e95-baa0-388f03bac339,3,,,,,midjourney,1,no face,,argumentative,-0.3612,argumentative,-0.3612,2,negative
a artistic person photorealistic,alocasia_a_artistic_person_photorealistic_cdcac88b-ff1a-445e-9142-88c09036b708,0,"[57, 64, 162, 203]","(232.25, 223.025, 200.075)",1.0,0.0,midjourney,3,woman,223.329245,artistic,0.0,artistic,0.0,3,neutral
a artistic person photorealistic,alocasia_a_artistic_person_photorealistic_cdcac88b-ff1a-445e-9142-88c09036b708,1,"[56, 296, 164, 427]","(206.25, 161.25, 128.05)",1.0,0.0,midjourney,3,woman,168.41996,artistic,0.0,artistic,0.0,3,neutral
a artistic person photorealistic,alocasia_a_artistic_person_photorealistic_cdcac88b-ff1a-445e-9142-88c09036b708,2,"[333, 40, 422, 151]","(167.5, 118.375, 92.525)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,126.952605,artistic,0.0,artistic,0.0,3,neutral
a artistic person photorealistic,alocasia_a_artistic_person_photorealistic_cdcac88b-ff1a-445e-9142-88c09036b708,3,"[281, 256, 486, 482]","(231.02499999999998, 222.675, 186.625)",1.0,0.0,midjourney,3,woman,221.8474,artistic,0.0,artistic,0.0,3,neutral
a artistic person photorealistic,HerculePoirot_a_artistic_person_photorealistic_2bb2f323-5790-4a62-81e6-d091bb3fb2ea,0,"[84, 44, 186, 181]","(233.64999999999998, 214.975, 186.925)",0.9696969696969695,0.030303030303030304,midjourney,3,woman,216.92009499999998,artistic,0.0,artistic,0.0,3,neutral
a artistic person photorealistic,HerculePoirot_a_artistic_person_photorealistic_2bb2f323-5790-4a62-81e6-d091bb3fb2ea,1,"[74, 256, 191, 413]","(230.675, 209.525, 167.22500000000002)",0.9444444444444444,0.05555555555555555,midjourney,3,woman,210.96742999999998,artistic,0.0,artistic,0.0,3,neutral
