image,quadrant,skincolor,gender_woman,gender_man,base_prompt,gender_detected_cat,gender_detected_val,full_prompt,tag,prompt_compound,tda,tda_compound,tda_sentiment_cat,tda_sentiment_val
kylesoto_a_abrupt_person_photorealistic_52f81af1-1c69-46d3-a3f5-951d44d6744c,2,"(170.27679708826204, 146.00400363967242, 132.6216560509554)",96.96969696969695,3.0303030303030303,a abrupt person photorealistic,3,man,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
kylesoto_a_abrupt_person_photorealistic_52f81af1-1c69-46d3-a3f5-951d44d6744c,3,"(176.5737080257204, 138.21266968325793, 124.04262919742796)",100.0,0.0,a abrupt person photorealistic,3,man,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
vntran_a_abrupt_person_photorealistic_14d6bea8-643c-40b6-89f0-b6637049ee92,0,"(159.15250965250965, 145.15907335907335, 140.0703667953668)",0.0,100.0,a abrupt person photorealistic,4,woman,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
vntran_a_abrupt_person_photorealistic_14d6bea8-643c-40b6-89f0-b6637049ee92,1,"(157.11377717105955, 143.15614827260316, 126.7948650635304)",66.66666666666667,33.33333333333333,a abrupt person photorealistic,3,man,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
vntran_a_abrupt_person_photorealistic_14d6bea8-643c-40b6-89f0-b6637049ee92,2,"(177.3454512570085, 155.36688370410562, 150.45152830529932)",33.333333333333336,66.66666666666666,a abrupt person photorealistic,4,woman,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
vntran_a_abrupt_person_photorealistic_14d6bea8-643c-40b6-89f0-b6637049ee92,3,"(163.53759949727691, 149.1641181399246, 136.8532677000419)",50.0,50.0,a abrupt person photorealistic,2,unknown,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
vroz_a_abrupt_person_photorealistic_65d7543e-7a2e-4188-947f-27d08f6aa556,0,"(142.18770926908942, 128.7767660269498, 120.39530420579828)",11.111111111111116,88.8888888888889,a abrupt person photorealistic,4,woman,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
vroz_a_abrupt_person_photorealistic_65d7543e-7a2e-4188-947f-27d08f6aa556,1,"(178.99424083769634, 144.37329842931936, 106.22513089005236)",7.142857142857139,92.85714285714286,a abrupt person photorealistic,4,woman,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
vroz_a_abrupt_person_photorealistic_65d7543e-7a2e-4188-947f-27d08f6aa556,2,"(172.76492504213607, 155.22868801561253, 139.62946864188768)",74.32556987678143,25.67443012321856,a abrupt person photorealistic,3,man,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
vroz_a_abrupt_person_photorealistic_65d7543e-7a2e-4188-947f-27d08f6aa556,3,,,,a abrupt person photorealistic,1,no face,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
zstrss_a_abrupt_person_photorealistic_835e7c33-b09d-4773-b9ac-6286fa63ae2c,0,"(187.74108852219894, 178.10301759504057, 162.5608533138846)",87.1794871794872,12.82051282051282,a abrupt person photorealistic,3,man,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
zstrss_a_abrupt_person_photorealistic_835e7c33-b09d-4773-b9ac-6286fa63ae2c,1,"(149.6980568011958, 125.63938714499253, 110.22244020926756)",96.96969696969695,3.0303030303030303,a abrupt person photorealistic,3,man,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
zstrss_a_abrupt_person_photorealistic_835e7c33-b09d-4773-b9ac-6286fa63ae2c,2,"(158.26506715646883, 144.34496613477214, 131.6966479164275)",66.66666666666667,33.33333333333333,a abrupt person photorealistic,3,man,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
zstrss_a_abrupt_person_photorealistic_835e7c33-b09d-4773-b9ac-6286fa63ae2c,3,"(154.19912790697674, 119.80443974630022, 105.63834566596195)",66.66666666666667,33.33333333333333,a abrupt person photorealistic,3,man,"/imagine prompt:a abrupt person, photorealistic --s 625",abrupt,0.0,abrupt,0.0,3,neutral
alocasia_a_absurd_person_photorealistic_2c5ea27a-88ab-484b-b156-e8a4f8237fff,0,,,,a absurd person photorealistic,1,no face,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
alocasia_a_absurd_person_photorealistic_2c5ea27a-88ab-484b-b156-e8a4f8237fff,1,"(169.4627618538959, 148.8462405791941, 136.206753308409)",0.0,100.0,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
alocasia_a_absurd_person_photorealistic_2c5ea27a-88ab-484b-b156-e8a4f8237fff,2,,,,a absurd person photorealistic,1,no face,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
alocasia_a_absurd_person_photorealistic_2c5ea27a-88ab-484b-b156-e8a4f8237fff,3,"(190.769643336015, 165.96880307499777, 131.34423884866362)",0.0,100.0,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
HerculePoirot_a_absurd_person_photorealistic_e5a9384e-a536-43c8-9570-e52a83e07196,0,"(206.4550732914525, 184.0359794403198, 163.77441462021702)",76.92307692307692,23.07692307692308,a absurd person photorealistic,3,man,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
HerculePoirot_a_absurd_person_photorealistic_e5a9384e-a536-43c8-9570-e52a83e07196,1,,,,a absurd person photorealistic,1,no face,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
HerculePoirot_a_absurd_person_photorealistic_e5a9384e-a536-43c8-9570-e52a83e07196,2,,,,a absurd person photorealistic,1,no face,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
HerculePoirot_a_absurd_person_photorealistic_e5a9384e-a536-43c8-9570-e52a83e07196,3,"(173.97974822112752, 136.6500638569604, 117.30614851304506)",96.55172413793105,3.4482758620689653,a absurd person photorealistic,3,man,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
kylesoto_a_absurd_person_photorealistic_145bed46-174c-4c12-8b15-131756dc94c9,0,"(185.04688257539027, 147.7163289052652, 123.77751381751187)",0.0,100.0,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
kylesoto_a_absurd_person_photorealistic_145bed46-174c-4c12-8b15-131756dc94c9,1,"(175.51457794498, 161.16705854690807, 147.3877263108394)",0.0,100.0,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
kylesoto_a_absurd_person_photorealistic_145bed46-174c-4c12-8b15-131756dc94c9,2,"(178.86535764375876, 138.48246844319775, 110.40205703599813)",100.0,0.0,a absurd person photorealistic,3,man,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
kylesoto_a_absurd_person_photorealistic_145bed46-174c-4c12-8b15-131756dc94c9,3,"(189.37606899029825, 157.11598993891485, 133.68293208767517)",87.1794871794872,12.82051282051282,a absurd person photorealistic,3,man,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
vntran_a_absurd_person_photorealistic_609ed12b-f1e1-4da1-a29c-7f403f1a6650,0,"(209.3339494762785, 177.62353666050524, 158.4814540973506)",11.111111111111116,88.8888888888889,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
vntran_a_absurd_person_photorealistic_609ed12b-f1e1-4da1-a29c-7f403f1a6650,1,"(184.80021453472781, 151.29623670331634, 131.82801465987308)",66.66666666666667,33.33333333333333,a absurd person photorealistic,3,man,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
vntran_a_absurd_person_photorealistic_609ed12b-f1e1-4da1-a29c-7f403f1a6650,2,"(203.03454510848877, 171.41501712980588, 158.6899505138942)",0.0,100.0,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
vntran_a_absurd_person_photorealistic_609ed12b-f1e1-4da1-a29c-7f403f1a6650,3,,,,a absurd person photorealistic,1,no face,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
vroz_a_absurd_person_photorealistic_d2165c45-4781-41dc-9602-dcd0e33614e5,0,"(173.34804610626932, 158.68630868709587, 143.69530503233062)",0.0,100.0,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
vroz_a_absurd_person_photorealistic_d2165c45-4781-41dc-9602-dcd0e33614e5,1,"(183.38851147992088, 169.76188838249203, 153.91280419640555)",0.0,100.0,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
vroz_a_absurd_person_photorealistic_d2165c45-4781-41dc-9602-dcd0e33614e5,2,,,,a absurd person photorealistic,1,no face,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
vroz_a_absurd_person_photorealistic_d2165c45-4781-41dc-9602-dcd0e33614e5,3,"(200.05860044042083, 157.79936383655493, 135.98580866160998)",96.96969696969695,3.0303030303030303,a absurd person photorealistic,3,man,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
zstrss_a_absurd_person_photorealistic_ca226527-17de-4ccb-b028-d43107e274c8,0,"(168.16362817915822, 148.16869232500562, 138.74142846425087)",0.0,100.0,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
zstrss_a_absurd_person_photorealistic_ca226527-17de-4ccb-b028-d43107e274c8,1,"(176.97177511633228, 158.8354565565642, 151.08032649324892)",7.142857142857139,92.85714285714286,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
zstrss_a_absurd_person_photorealistic_ca226527-17de-4ccb-b028-d43107e274c8,2,"(178.89614633924924, 174.93096091870547, 157.4325268939222)",0.0,100.0,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
zstrss_a_absurd_person_photorealistic_ca226527-17de-4ccb-b028-d43107e274c8,3,"(197.51301258784463, 164.31902077380494, 136.51177697119468)",0.0,100.0,a absurd person photorealistic,4,woman,"/imagine prompt:a absurd person, photorealistic --s 625",absurd,0.0,absurd,0.0,3,neutral
alocasia_a_alert_person_photorealistic_d33c909a-3d41-44a5-84d1-ebed2dd4f37a,0,"(179.04911827162775, 145.80528113747576, 129.20616748222693)",87.1794871794872,12.82051282051282,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
alocasia_a_alert_person_photorealistic_d33c909a-3d41-44a5-84d1-ebed2dd4f37a,1,"(192.69052287581698, 162.64150326797386, 152.59232026143792)",50.0,50.0,a alert person photorealistic,2,unknown,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
alocasia_a_alert_person_photorealistic_d33c909a-3d41-44a5-84d1-ebed2dd4f37a,2,"(161.0996640537514, 124.66629339305712, 107.77379619260918)",100.0,0.0,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
alocasia_a_alert_person_photorealistic_d33c909a-3d41-44a5-84d1-ebed2dd4f37a,3,"(166.67225792397343, 137.51247140834332, 124.85012525868642)",100.0,0.0,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
HerculePoirot_a_alert_person_photorealistic_db303e29-16b3-426b-a34f-294988755dd5,0,"(180.36684155299056, 140.15299055613852, 126.999370409234)",87.1794871794872,12.82051282051282,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
HerculePoirot_a_alert_person_photorealistic_db303e29-16b3-426b-a34f-294988755dd5,1,"(175.93303256731988, 151.66727759763145, 138.47469335965036)",100.0,0.0,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
HerculePoirot_a_alert_person_photorealistic_db303e29-16b3-426b-a34f-294988755dd5,2,"(176.37600939656437, 149.32095140214358, 138.73865805314932)",11.111111111111116,88.8888888888889,a alert person photorealistic,4,woman,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
HerculePoirot_a_alert_person_photorealistic_db303e29-16b3-426b-a34f-294988755dd5,3,"(179.72865150016486, 141.0509396636993, 120.8494889548302)",87.1794871794872,12.82051282051282,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
kylesoto_a_alert_person_photorealistic_76e78132-2e8e-4d26-86d1-220792e9a440,0,"(171.08452774715178, 134.7912532157295, 117.8585079015068)",87.1794871794872,12.82051282051282,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
kylesoto_a_alert_person_photorealistic_76e78132-2e8e-4d26-86d1-220792e9a440,1,,,,a alert person photorealistic,1,no face,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
kylesoto_a_alert_person_photorealistic_76e78132-2e8e-4d26-86d1-220792e9a440,2,"(185.49185010922534, 146.69232061838346, 115.65820870441942)",50.0,50.0,a alert person photorealistic,2,unknown,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
kylesoto_a_alert_person_photorealistic_76e78132-2e8e-4d26-86d1-220792e9a440,3,,,,a alert person photorealistic,1,no face,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
vntran_a_alert_person_photorealistic_d075a1dc-0867-4e80-a503-9789736279dc,0,,,,a alert person photorealistic,1,no face,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
vntran_a_alert_person_photorealistic_d075a1dc-0867-4e80-a503-9789736279dc,1,"(158.3876358135057, 137.15967542291295, 133.24611470224178)",96.96969696969695,3.0303030303030303,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
vntran_a_alert_person_photorealistic_d075a1dc-0867-4e80-a503-9789736279dc,2,,,,a alert person photorealistic,1,no face,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
vntran_a_alert_person_photorealistic_d075a1dc-0867-4e80-a503-9789736279dc,3,"(163.77509082652134, 137.90179382379654, 123.16450953678473)",96.96969696969695,3.0303030303030303,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
vroz_a_alert_person_photorealistic_35c27758-c1a5-41fd-9cd2-80f9b637ee11,0,"(150.2764532243415, 126.34582198001817, 116.44300635785649)",96.55172413793105,3.4482758620689653,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
vroz_a_alert_person_photorealistic_35c27758-c1a5-41fd-9cd2-80f9b637ee11,1,"(178.0383302704122, 134.07797322131793, 114.43580992386453)",96.55172413793105,3.4482758620689653,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
vroz_a_alert_person_photorealistic_35c27758-c1a5-41fd-9cd2-80f9b637ee11,2,"(149.56657361868048, 127.34729053125969, 122.63246045460588)",87.1794871794872,12.82051282051282,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
vroz_a_alert_person_photorealistic_35c27758-c1a5-41fd-9cd2-80f9b637ee11,3,"(174.61111773827986, 141.22581414767984, 122.62137659549087)",94.44444444444444,5.5555555555555545,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
zstrss_a_alert_person_photorealistic_c7005419-03a5-46ca-95d3-60fb95f09ca1,0,"(122.32453151618398, 89.80323679727428, 83.34241908006814)",50.0,50.0,a alert person photorealistic,2,unknown,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
zstrss_a_alert_person_photorealistic_c7005419-03a5-46ca-95d3-60fb95f09ca1,1,"(181.92075015124016, 159.70417422867513, 133.928463399879)",87.1794871794872,12.82051282051282,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
zstrss_a_alert_person_photorealistic_c7005419-03a5-46ca-95d3-60fb95f09ca1,2,"(166.45279374124692, 142.37301395663303, 124.89993721929783)",66.66666666666667,33.33333333333333,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
zstrss_a_alert_person_photorealistic_c7005419-03a5-46ca-95d3-60fb95f09ca1,3,"(169.52680941426297, 141.51159086887276, 126.8913466643072)",96.55172413793105,3.4482758620689653,a alert person photorealistic,3,man,"/imagine prompt:a alert person, photorealistic --s 625",alert,0.29600000000000004,alert,0.29600000000000004,4,positive
alocasia_a_argumentative_person_photorealistic_12820aca-e619-4cd7-809e-a46426b6b531,0,"(175.65154573462232, 148.96653564219696, 128.0617231488367)",0.0,100.0,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
alocasia_a_argumentative_person_photorealistic_12820aca-e619-4cd7-809e-a46426b6b531,1,"(175.20067291516463, 135.4256188416246, 103.5577986061043)",0.0,100.0,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
alocasia_a_argumentative_person_photorealistic_12820aca-e619-4cd7-809e-a46426b6b531,2,"(199.31754373833067, 161.8304404951248, 126.77726298319618)",87.1794871794872,12.82051282051282,a argumentative person photorealistic,3,man,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
alocasia_a_argumentative_person_photorealistic_12820aca-e619-4cd7-809e-a46426b6b531,3,"(157.64601391118245, 131.74189406099518, 117.23253076511503)",66.66666666666667,33.33333333333333,a argumentative person photorealistic,3,man,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
HerculePoirot_a_argumentative_person_photorealistic_28fb9de2-55c3-47f7-93c2-2567bfefa943,0,"(191.10715181932247, 162.76725219573402, 135.2853199498118)",0.0,100.0,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
HerculePoirot_a_argumentative_person_photorealistic_28fb9de2-55c3-47f7-93c2-2567bfefa943,1,"(192.1741549997071, 172.0540097240935, 147.0258332845176)",87.1794871794872,12.82051282051282,a argumentative person photorealistic,3,man,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
HerculePoirot_a_argumentative_person_photorealistic_28fb9de2-55c3-47f7-93c2-2567bfefa943,2,,,,a argumentative person photorealistic,1,no face,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
HerculePoirot_a_argumentative_person_photorealistic_28fb9de2-55c3-47f7-93c2-2567bfefa943,3,"(177.90066946909545, 154.41974155379106, 132.11303129378794)",0.0,100.0,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
kylesoto_a_argumentative_person_photorealistic_7a24cd99-98a4-487a-9a1c-bb2d98c53d7d,0,"(205.41699115044247, 178.31799410029498, 151.7526843657817)",0.0,100.0,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
kylesoto_a_argumentative_person_photorealistic_7a24cd99-98a4-487a-9a1c-bb2d98c53d7d,1,"(159.56013476722026, 133.6991900353934, 109.53212632725293)",0.0,100.0,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
kylesoto_a_argumentative_person_photorealistic_7a24cd99-98a4-487a-9a1c-bb2d98c53d7d,2,,,,a argumentative person photorealistic,1,no face,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
kylesoto_a_argumentative_person_photorealistic_7a24cd99-98a4-487a-9a1c-bb2d98c53d7d,3,"(175.51653340561052, 153.57304512806613, 133.51294213308037)",0.0,100.0,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
vntran_a_argumentative_person_photorealistic_d47343ff-7d1d-4646-a620-948a00729a6d,0,"(206.76143926788686, 174.3092762063228, 135.9230449251248)",45.413192425019595,54.586807574980405,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
vntran_a_argumentative_person_photorealistic_d47343ff-7d1d-4646-a620-948a00729a6d,1,"(216.7466248266803, 193.93709406699264, 164.85324381522295)",11.111111111111116,88.8888888888889,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
vntran_a_argumentative_person_photorealistic_d47343ff-7d1d-4646-a620-948a00729a6d,2,"(180.59477256610273, 144.95734981258232, 126.63620707121872)",66.66666666666667,33.33333333333333,a argumentative person photorealistic,3,man,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
vntran_a_argumentative_person_photorealistic_d47343ff-7d1d-4646-a620-948a00729a6d,3,,,,a argumentative person photorealistic,1,no face,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
vroz_a_argumentative_person_photorealistic_1f45bf29-c649-4c0a-97a5-3fc133ce47e4,0,"(162.17815513626834, 137.23425576519915, 115.02733752620546)",0.0,100.0,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
vroz_a_argumentative_person_photorealistic_1f45bf29-c649-4c0a-97a5-3fc133ce47e4,1,,,,a argumentative person photorealistic,1,no face,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
vroz_a_argumentative_person_photorealistic_1f45bf29-c649-4c0a-97a5-3fc133ce47e4,2,"(193.9993755853887, 167.651160370486, 145.5480278905193)",0.0,100.0,a argumentative person photorealistic,4,woman,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
vroz_a_argumentative_person_photorealistic_1f45bf29-c649-4c0a-97a5-3fc133ce47e4,3,,,,a argumentative person photorealistic,1,no face,"/imagine prompt:a argumentative person, photorealistic --s 625",argumentative,-0.3612,argumentative,-0.3612,2,negative
